"name","pt1","pt2","pt3","pt4","pt5","x","y"
"point_1485","20190216T140051_20190216T140049_T21KTR","20191014T140101_20191014T140055_T21KTR","20191103T140101_20191103T140055_T20KRA","20200211T140051_20200211T140045_T21KTR","20200305T141041_20200305T141042_T21KTR",-59.348145,-22.208827
"point_1487","20190122T140049_20190122T140052_T20JQS","20190311T141041_20190311T141041_T20JQS","20190604T141059_20190604T141525_T20JQS","20191106T141051_20191106T141049_T20JQS","20191213T140051_20191213T140048_T20JQS",-60.490723,-25.801318
"point_1488","20190313T131241_20190313T131828_T22JHT","20190505T132241_20190505T132237_T22JHT","20200307T131241_20200307T131239_T23JKN","20200424T132229_20200424T132408_T22JHT","20200429T132241_20200429T132236_T22JHT",-47.39502,-24.986911
"point_1489","20190109T135109_20190109T135111_T21HTD","20190310T135109_20190310T135543_T21HTD","20190325T135111_20190325T135516_T21HTD","20191024T140101_20191024T140056_T21HTD","20191223T140051_20191223T140046_T21HTD",-59.567871,-33.065063
"point_1491","20190116T134209_20190116T134941_T21HVB","20190213T135111_20190213T135453_T21HVB","20191212T134209_20191212T134205_T21HVB","20191227T134211_20191227T134205_T21HVB","20200326T134211_20200326T134207_T21HVB",-57.700195,-34.995322
"point_1492","20181215T135101_20181215T135104_T20HPE","20190424T135121_20190424T135401_T20HPE","20200307T140049_20200307T140951_T20HPE","20200612T135119_20200612T135925_T20HPE","20200730T140101_20200730T140058_T20HPE",-61.105957,-36.828356
"point_1493","20190115T141049_20190115T141707_T20JLL","20190301T141041_20190301T141747_T20JLL","20190617T142049_20190617T143032_T20JLL","20190831T142041_20190831T142838_T20JLL","20200310T141049_20200310T141518_T20JLL",-64.577637,-31.410894
"point_1495","20190102T140049_20190102T141302_T19FEV","20190127T140051_20190127T141301_T19FEV","20190414T140731_20190414T140729_T19FEV","20191120T140731_20191120T140727_T19FEV","20200426T140049_20200426T141444_T19FEV",-68.554688,-54.725422
"point_1499","20190110T145729_20190110T145724_T19PFK","20190130T145729_20190130T145725_T19PFK","20190510T145739_20190510T145734_T19PFK","20190624T145731_20190624T145730_T19PFK","20190907T145729_20190907T145727_T19PFK",-67.5,8.406619
"point_1502","20190417T140101_20190417T140055_T21MZM","20190616T140101_20190616T140056_T21MZM","20191108T140049_20191108T140052_T21MZM","20200605T140059_20200605T140054_T21MZM","20200710T140101_20200710T140056_T21MZM",-53.811035,-7.613509
"point_1503","20190117T140051_20190117T140048_T21LWK","20190422T140059_20190422T140059_T21LWK","20191101T141049_20191101T141046_T21LWK","20200112T135641_20200112T135639_T21LWK","20200501T140101_20200501T140055_T21LWK",-56.568604,-9.63397
"point_1505","20190207T142039_20190207T142037_T20LPP","20190607T142049_20190607T142045_T20LPP","20200202T141649_20200202T141645_T20LPP","20200427T141741_20200427T141738_T20LPP","20200527T141741_20200527T141741_T20LPP",-61.523438,-10.715424
"point_1507","20190613T135121_20190613T135115_T21KWT","20200127T135639_20200127T135637_T21KWT","20200213T134639_20200213T135608_T21KWT","20200319T135111_20200319T135108_T21KWT","20200413T135109_20200413T135738_T21KWT",-56.513672,-20.408076
"point_1508","20190123T142031_20190123T142034_T20KME","20190418T142049_20190418T142043_T20KME","20190622T142041_20190622T142041_T20KME","20200405T142729_20200405T143744_T20KME","20200417T141741_20200417T141735_T20KME",-63.61084,-18.730947
"point_1509","20181214T142031_20181214T142029_T20KQG","20190224T141049_20190224T141045_T20KQG","20190316T141049_20190316T141218_T20KQG","20190828T141051_20190828T141047_T20KQG","20191219T141731_20191219T141729_T20KQG",-60.534668,-16.847863
"point_1510","20181226T141039_20181226T141042_T20KPC","20190324T142041_20190324T142036_T20KPC","20190413T142041_20190413T142719_T20KPC","20191229T141731_20191229T142740_T20KPC","20200424T141051_20200424T141048_T20KPC",-61.677246,-20.40803
"point_1517","20190225T230021_20190225T230016_T58KGC","20190312T230019_20190312T230017_T58KGC","20190511T230029_20190511T230029_T58KGC","20190605T230021_20190605T230138_T58KGC","20200306T230019_20200306T230018_T58KGC",167.387695,-20.633794
"point_1519","20190318T231849_20190318T232104_T58KDC","20190517T231859_20190517T232053_T58KDC","20190606T231859_20190606T232052_T58KDC","20191004T231859_20191004T231853_T58KDC","20200615T231901_20200615T232145_T58KDC",164.685059,-20.448594
"point_1521","20190220T001631_20190220T001625_T55KET","20190504T002711_20190504T002711_T55KET","20190605T002059_20190605T002102_T55KET","20200215T002051_20200215T002048_T55KET","20200319T002701_20200319T002704_T55KET",147.546387,-20.572104
"point_1522","20190523T001119_20190523T001117_T55KGR","20191119T001109_20191119T001107_T55KGR","20200517T001109_20200517T001108_T55KGR","20200606T001109_20200606T001111_T55KGR","20200716T001109_20200716T001110_T55KGR",149.47998,-22.31062
"point_1523","20190308T021341_20190308T022407_T50JPT","20191128T021339_20191128T022125_T50JPT","20200114T020439_20200114T021340_T50JPT","20200228T020441_20200228T021026_T50JPT","20200327T021339_20200327T021917_T50JPT",118.564453,-24.808133
"point_1524","20190430T000249_20190430T000247_T55HFA","20190530T000249_20190530T000552_T55HFA","20190724T000251_20190724T000245_T55HFA","20200108T001109_20200108T001103_T55HFA","20200113T001101_20200113T001103_T55HFA",148.666992,-35.82022
"point_1526","20190308T003701_20190308T003659_T54LYH","20200302T003701_20200302T003700_T54LYH","20200322T003701_20200322T003701_T54LYH","20200406T003659_20200406T003701_T54LYH","20200509T004709_20200509T004704_T54LYH",143.547363,-15.962159
"point_1528","20181223T012711_20181223T012708_T53LKF","20190112T012711_20190112T012712_T52LHL","20190601T012721_20190601T013015_T52LHL","20190731T012721_20190731T012721_T52LHL","20200416T012721_20200416T012716_T53LKF",132.583008,-13.390182
"point_1529","20190112T012711_20190112T012712_T52LGK","20190427T012729_20190427T013059_T52LGK","20190512T012721_20190512T012720_T52LGK","20191203T012709_20191203T012710_T52LGK","20200201T012709_20200201T012709_T52LGK",131.418457,-14.201136
"point_1531","20190317T015619_20190317T015731_T51MZS","20190501T015621_20190501T015624_T51MZS","20190521T015621_20190521T015624_T51MZS","20200311T015619_20200311T015730_T51MZS","20200510T015619_20200510T015735_T51MZS",126.298828,-3.427584
"point_1534","20190220T022729_20190220T024539_T49MHT","20190511T022559_20190511T024341_T49MHT","20191018T022709_20191018T024359_T49MHT","20191217T023109_20191217T024344_T49MHT","20200415T022549_20200415T024355_T49MHT",114.213867,-2.241798
"point_1539","20190220T031751_20190220T032400_T48NVG","20190521T031541_20190521T033512_T48NVG","20200131T031949_20200131T033326_T48NVG","20200415T031541_20200415T033030_T48NVG","20200515T031541_20200515T033039_T48NVG",104.39209,1.207892
"point_1542","20190504T032541_20190504T033029_T47MQV","20190509T032549_20190509T034814_T47MQV","20190812T032541_20190812T034046_T47MQV","20200428T032541_20200428T033028_T47MQV","20200602T032539_20200602T034054_T47MQV",101.217041,-0.659644
"point_1544","20190503T030549_20190503T032027_T48PYA","20190523T030549_20190523T031159_T48PYA","20191018T031731_20191018T033408_T48PYA","20200227T030659_20200227T032231_T48PYA","20200318T030539_20200318T031658_T48PYA",107.270508,13.879976
"point_1545","20190305T032621_20190305T033957_T48PVV","20190429T032549_20190429T033720_T48PVV","20190728T032549_20190728T033721_T48PVV","20191125T033049_20191125T034252_T48PVV","20200223T032739_20200223T033624_T48PVV",104.501953,13.024454
"point_1547","20190109T033119_20190109T033316_T47PRT","20190626T033541_20190626T034541_T47PRT","20190708T032549_20190708T034105_T48PTC","20200304T032629_20200304T033326_T47PRT","20200627T032541_20200627T033031_T47PRT",102.744141,15.537628
"point_1548","20190309T035609_20190309T040144_T48TVL","20190508T035549_20190508T040345_T48TVL","20190624T034539_20190624T035544_T48TVL","20200219T034809_20200219T035608_T48TVL","20200701T035539_20200701T040317_T48TVL",104.545898,41.045167
"point_1550","20181220T033139_20181220T033138_T51VUD","20190305T032621_20190305T033107_T50VPJ","20190411T031541_20190411T031758_T51VUD","20190529T032549_20190529T032545_T51VUD","20190630T031541_20190630T032156_T51VUD",120.366211,57.159275
"point_1555","20190529T055641_20190529T055638_T43VFE","20200324T055631_20200324T055631_T44VLK","20200523T055641_20200523T060206_T43VFE","20200526T060641_20200526T061221_T43VFE","20200607T055639_20200607T060231_T43VFE",78.354492,57.96062
"point_1557","20190216T051901_20190216T051904_T47WMR","20190621T051659_20190621T051658_T47WMR","20190716T051701_20190716T051655_T47WMR","20200531T051701_20200531T051657_T46WFA","20200616T053651_20200616T053756_T47WMR",97.69043,68.023323
"point_1558","20190225T045759_20190225T045756_T48WXE","20190411T045701_20190411T045658_T48WXE","20190622T044709_20190622T044707_T48WXE","20190728T050659_20190728T050701_T48WXE","20190824T045659_20190824T045701_T48WXE",109.6875,71.524405
"point_1561","20180403T095031_20180403T095242_T33UXQ","20180702T095031_20180702T095345_T33UXQ","20181018T100029_20181018T100215_T33UXQ","20200123T095311_20200123T095308_T33UXQ","20200609T100029_20200609T100615_T33UXQ",17.072754,48.979623
"point_1564","20180817T092019_20180817T092612_T34UGU","20180916T092019_20180916T092306_T34UGU","20181016T092029_20181016T092401_T34UGU","20190613T092039_20190613T092035_T34UGU","20190713T092039_20190713T092037_T34UGU",24.98291,48.150735
"point_1565","20180419T092029_20180419T092410_T35UMS","20180916T092019_20180916T092306_T35UMS","20190414T092039_20190414T092033_T35UMS","20190713T092039_20190713T092037_T35UMS","20190812T092039_20190812T092335_T35UMS",26.235352,50.874939
"point_1566","20180702T095031_20180702T095345_T33TXN","20181018T100029_20181018T100215_T33TXN","20190401T100031_20190401T100512_T33TXN","20190501T100031_20190501T100424_T33TXN","20190702T095039_20190702T095306_T33TXN",16.918945,47.263519
"point_1568","20180603T092031_20180603T092029_T35TLM","20180901T092031_20180901T092221_T35TLM","20190129T092241_20190129T092330_T35TLM","20190524T092039_20190524T092605_T35TLM","20190529T092031_20190529T092556_T35TLM",25.180664,46.391503
"point_1571","20180526T105029_20180526T105635_T31TCM","20180713T105621_20180713T110521_T31TCM","20190506T105031_20190506T105031_T31TCM","20190524T105629_20190524T110120_T31TCM","20190728T105621_20190728T110141_T31TCM",1.40625,46.844582
"point_1573","20180908T105021_20180908T105708_T31TEM","20190307T105021_20190307T105430_T31TEM","20190605T105031_20190605T105539_T31TEM","20200101T105441_20200101T105437_T31TEM","20200313T103719_20200313T104333_T31TEM",3.47168,46.391775
"point_1576","20180218T110109_20180218T110529_T30UYV","20180419T105619_20180419T110127_T31UCQ","20180713T105621_20180713T110521_T30UYV","20190613T105629_20190613T105640_T31UCQ","20190911T105629_20190911T110720_T30UYV",0.856934,49.09513
"point_1577","20190713T105629_20190713T105628_T30UYU","20190827T105621_20190827T110526_T30UYU","20190908T105029_20190908T105028_T30UYU","20191026T110141_20191026T110443_T30UYU","20200121T105341_20200121T105429_T30UYU",0.834961,48.077641
"point_1578","20180608T105649_20180608T110550_T30UXU","20180726T110621_20180726T111615_T30UXU","20181123T111351_20181123T111435_T30UXU","20190323T110721_20190323T110800_T30UXU","20191118T111341_20191118T111444_T30UXU",-0.74707,48.165657
"point_1579","20180909T110609_20180909T111319_T30UWV","20190308T110909_20190308T111627_T30UWV","20190706T110629_20190706T111442_T30UWV","20191103T111129_20191103T111443_T30UWV","20200720T110619_20200720T111156_T30UWV",-2.263184,49.167025
"point_1581","20180418T104021_20180418T104512_T31TFM","20180717T104021_20180717T104258_T31TFM","20190910T104021_20190910T104604_T31TFM","20191109T104251_20191109T104433_T31TFM","20200308T104021_20200308T104402_T31TFM",5.031738,46.40693
"point_1582","20180418T104021_20180418T104512_T31TEK","20180523T104019_20180523T104124_T31TEK","20190816T104029_20190816T104354_T31TEK","20191010T104031_20191010T104434_T31TEK","20200407T104021_20200407T104802_T31TEK",3.515625,44.479964
"point_1583","20180314T104019_20180314T104014_T31TEL","20190212T104141_20190212T104426_T31TEL","20190712T104031_20190712T104606_T31TEL","20190811T104031_20190811T104735_T31TEL","20190910T104021_20190910T104604_T31TEL",3.999023,45.521004
"point_1584","20180425T103021_20180425T103643_T31TGK","20180624T103021_20180624T103503_T31TGK","20180724T103021_20180724T103551_T31TGK","20180823T103021_20180823T103535_T31TGK","20190719T103031_20190719T103715_T31TGK",6.152344,44.464283
"point_1585","20180717T104021_20180717T104258_T31TEJ","20180925T104021_20180925T104119_T31TEJ","20190319T104019_20190319T104101_T31TEJ","20191010T104031_20191010T104434_T31TEJ","20200412T103619_20200412T104618_T31TEJ",3.603516,43.722516
"point_1586","20180118T104351_20180118T104524_T31TFJ","20190811T104031_20190811T104735_T31TFJ","20191121T103239_20191121T103237_T31TFJ","20191221T103339_20191221T103534_T31TFJ","20200718T102559_20200718T103605_T31TFJ",5.119629,43.627153
"point_1589","20180316T103021_20180316T103018_T31TGN","20181121T103331_20181121T103326_T31TGN","20190619T103031_20190619T103536_T32TLT","20190818T103031_20190818T103539_T31TGN","20200130T103159_20200130T103155_T31TGN",6.855469,47.263787
"point_1590","20180103T104429_20180103T104424_T31UFQ","20180602T104019_20180602T104102_T31UFQ","20190627T104029_20190627T104030_T31UFQ","20190826T104029_20190826T104232_T31UFQ","20191025T104029_20191025T104457_T31UFQ",5.163574,48.864367
"point_1591","20180301T103019_20180301T103013_T32UND","20180405T103021_20180405T103022_T32UND","20180803T103021_20180803T103239_T32UND","20190724T103029_20190724T103030_T32UND","20200325T103021_20200325T103018_T32UND",9.799805,52.629191
"point_1592","20180609T094031_20180609T094142_T34UDC","20180813T094029_20180813T094025_T34UDC","20190423T095039_20190423T095036_T34UDC","20200130T094231_20200130T094334_T34UDC","20200429T094031_20200429T094033_T34UDC",19.6875,51.508069
"point_1593","20180301T094031_20180301T094027_T34UEC","20180318T093031_20180318T093030_T34UEC","20181113T093231_20181113T093329_T34UEC","20190805T093039_20190805T093537_T34UEC","20200320T094031_20200320T094248_T34UEC",22.456055,51.739991
"point_1594","20180430T094031_20180430T094543_T34UFD","20181009T093029_20181009T093030_T34UFD","20190308T093029_20190308T093411_T34UFD","20190507T093039_20190507T093042_T34UFD","20200320T094031_20200320T094248_T34UFD",23.686523,52.86862
"point_1597","20190124T183641_20190124T183642_T13VCE","20190620T181921_20190620T181924_T13VCE","20190921T183041_20190921T183044_T13VCE","20191107T182551_20191107T182549_T13VCE","20200423T182909_20200423T183001_T13VCE",-107.270508,57.960323
"point_1598","20190912T175931_20190912T180039_T14VNL","20200219T180401_20200219T180424_T14VNL","20200322T174919_20200322T175638_T14VNL","20200416T174911_20200416T175652_T14VNL","20200419T175911_20200419T180006_T14VNL",-98.085938,58.994274
"point_1599","20190307T173151_20190307T173152_T15VWG","20190403T172011_20190403T172013_T15VWG","20190705T172901_20190705T173512_T15VWG","20200711T171859_20200711T172336_T15VWG","20200714T172859_20200714T172950_T15VWG",-91.450195,59.843893
"point_1601","20181227T150719_20181227T150713_T20UQD","20191105T151649_20191105T151651_T20UQD","20191202T150709_20191202T150711_T21UUU","20200515T150721_20200515T150722_T20UQD","20200607T151701_20200607T151657_T21UUU",-59.150391,52.534968
"point_1603","20190622T180929_20190622T181355_T14VLR","20190725T181929_20190725T181929_T13VFL","20190809T181921_20190809T181931_T14VLR","20190817T182929_20190817T183126_T13VFL","20190821T180919_20190821T181254_T13VFL",-102.084961,63.429884
"point_1604","20190619T184921_20190619T184921_T12WXB","20200217T190441_20200217T190437_T13WDS","20200308T190221_20200308T190219_T12WXB","20200624T190919_20200624T190916_T12WXB","20200706T185921_20200706T190102_T13WDS",-106.21582,68.799502
"point_1607","20190602T204021_20190602T204125_T08WNA","20190708T210031_20190708T210317_T08WNA","20200301T205351_20200301T205401_T08WNA","20200417T204021_20200417T204032_T08WNA","20200523T210031_20200523T210027_T08WNA",-134.121094,67.924476
"point_1608","20190521T205029_20190521T205228_T07WFS","20190620T205029_20190620T205539_T08WMB","20190626T211519_20190626T211521_T08WMB","20190715T205031_20190715T205026_T07WFS","20190726T211519_20190726T211521_T07WFS",-136.142578,68.767683
"point_1609","20190321T221531_20190321T221529_T04WFC","20190601T220539_20190601T220538_T04WFC","20190614T221539_20190614T221538_T04WFC","20200409T221529_20200409T221527_T04WFC","20200515T223529_20200515T223531_T04WFC",-154.116211,69.580115
"point_1612","20190225T182329_20190225T182328_T14WPD","20190401T181921_20190401T182223_T14WPD","20190628T182929_20190628T183312_T14WPD","20200606T180919_20200606T180916_T14WPD","20200607T182921_20200607T182923_T14WPD",-94.306641,70.494939
"point_1615","20190219T185421_20190219T185419_T13WDQ","20190619T184921_20190619T184921_T13WDQ","20190902T184919_20190902T184924_T13WDQ","20190914T184001_20190914T183959_T13WDQ","20200710T183921_20200710T183922_T13WDQ",-106.040039,67.066847
"point_1617","20190804T190921_20190804T190936_T12WWT","20190828T184921_20190828T184918_T12WWT","20190908T190929_20190908T190930_T12WWT","20190912T184949_20190912T185518_T12WWT","20200726T185921_20200726T190505_T12WWT",-109.995117,65.126789
"point_1618","20190614T175921_20190614T180020_T14WNT","20190808T175919_20190808T175919_T14WNT","20190813T175921_20190813T180013_T14WNT","20190819T181921_20190819T182412_T14WNT","20200618T175921_20200618T180327_T14WNT",-98.085938,65.347696
"point_1619","20190518T171909_20190518T172327_T14SLF","20190908T172859_20190908T173754_T14SLF","20191025T172409_20191025T173051_T14SLF","20191224T172729_20191224T172727_T14SLF","20200410T172901_20200410T173838_T14SLF",-100.656738,36.420446
"point_1620","20190712T171901_20190712T172744_T14TML","20190925T172049_20190925T172043_T14TML","20191112T173551_20191112T173759_T14TML","20191219T172731_20191219T173036_T14TML","20200706T171901_20200706T172450_T14TML",-99.602051,40.746918
"point_1622","20181214T181739_20181214T181742_T12TYR","20190714T175921_20190714T180011_T12TYR","20190729T175919_20190729T180756_T12TYR","20191221T180741_20191221T180743_T12TYR","20200105T180729_20200105T180730_T12TYR",-107.929688,45.475311
"point_1623","20190405T175911_20190405T181115_T12TXM","20190816T180921_20190816T182055_T12TXM","20191027T180439_20191027T180526_T12TXM","20200517T180919_20200517T181919_T12TXM","20200603T175909_20200603T180042_T12TXM",-109.050293,41.950689
"point_1624","20190715T181929_20190715T182114_T12TVL","20190809T181921_20190809T183133_T12TVL","20200316T182101_20200316T182943_T12TVL","20200515T181931_20200515T183120_T12TVL","20200729T181919_20200729T183235_T12TVL",-111.489258,40.979152
"point_1625","20191207T182741_20191207T182739_T12TWT","20191219T181749_20191219T181747_T12TWT","20200417T180909_20200417T181108_T12TWT","20200505T181921_20200505T182137_T12TWT","20200604T181931_20200604T182227_T12TWT",-110.236816,47.427645
"point_1627","20190713T182921_20190713T183356_T11TQG","20200304T183239_20200304T184138_T11TQG","20200329T182941_20200329T183921_T11TQG","20200430T181909_20200430T182045_T12TTM","20200515T181931_20200515T183120_T11TQG",-113.972168,41.80296
"point_1628","20190423T185921_20190423T190553_T10TER","20191005T190239_20191005T190237_T10TER","20191107T191609_20191107T191650_T10TER","20200410T190911_20200410T191618_T10TER","20200711T185919_20200711T190544_T10TER",-122.365723,45.551812
"point_1630","20190320T192111_20190320T192106_T09UXR","20190429T191911_20190429T192120_T09UXR","20190519T191911_20190519T192645_T09UXR","20190616T192919_20190616T193658_T09UXR","20200521T192909_20200521T193904_T09UXR",-126.782227,50.021331
"point_1632","20190313T184139_20190313T184136_T12VVM","20190617T185929_20190617T185924_T12VVM","20190828T184921_20190828T184918_T12VVM","20191108T184559_20191108T184559_T12VVM","20200718T184919_20200718T185613_T12VVM",-111.75293,59.844253
"point_1634","20190310T192221_20190310T192354_T11WMN","20190611T192911_20190611T193244_T11WMN","20190810T192911_20190810T193245_T11WMN","20190927T194159_20190927T194157_T11WMN","20200728T193911_20200728T194606_T11WMN",-118.125,65.237798
"point_1637","20190102T075321_20190102T081458_T35KQU","20190211T075041_20190211T081352_T35KQU","20190726T074619_20190726T081453_T35KQU","20190924T074639_20190924T080925_T35KQU","20191208T075311_20191208T081138_T35KQU",29.553223,-19.394429
"point_1638","20190402T074611_20190402T080856_T35HLC","20190917T075609_20190917T082612_T35HLC","20200127T075201_20200127T081349_T35HLC","20200511T074609_20200511T081827_T35HLC","20200603T075609_20200603T082744_T35HLC",25.400391,-33.982644
"point_1640","20190225T072901_20190225T075255_T36LYH","20190317T072631_20190317T075253_T36LYH","20190824T072621_20190824T075230_T36LYH","20191115T074201_20191115T075706_T36LYH","20200627T073619_20200627T080136_T36LYH",35.332031,-15.794485
"point_1641","20190303T084009_20190303T085857_T34LDK","20190502T083609_20190502T090140_T34LDK","20190616T083601_20190616T085340_T34LDK","20191001T082741_20191001T084837_T34LDK","20200223T082839_20200223T084209_T34LDK",20.412598,-14.223186
"point_1642","20190210T082101_20190210T084248_T35LKJ","20190322T081621_20190322T084306_T35LKJ","20191008T081831_20191008T083435_T35LKJ","20200116T082301_20200116T083409_T35LKJ","20200420T081559_20200420T083826_T35LKJ",24.829102,-10.726421
"point_1644","20190105T085349_20190105T091055_T33MYP","20190609T084601_20190609T090631_T33MYP","20200120T085159_20200120T090942_T33MYP","20200507T085601_20200507T091112_T33MYP","20200522T085559_20200522T091542_T33MYP",17.270508,-6.207468
"point_1647","20190613T082611_20190613T084237_T35PQR","20190901T082601_20190901T084534_T35PQR","20200309T082751_20200309T084046_T35PQR","20200505T081611_20200505T081759_T35PQR","20200704T081611_20200704T081759_T35PQR",29.355469,13.794399
"point_1648","20181220T083349_20181220T083900_T35QNV","20190112T084319_20190112T084655_T35QNV","20190805T083601_20190805T084831_T35QNV","20191016T082929_20191016T083251_T35QNV","20200506T083559_20200506T085121_T35QNV",27.619629,17.663653
"point_1649","20190105T085349_20190105T090125_T35QLC","20190130T085211_20190130T090139_T35QLC","20190704T084609_20190704T085935_T35QLC","20191017T084941_20191017T085333_T35QLC","20200429T084559_20200429T085926_T35QLC",25.466309,20.219951
"point_1650","20181214T090351_20181214T090649_T34QGH","20190224T084939_20190224T085450_T34QGH","20190227T090019_20190227T090549_T34QGH","20190428T085559_20190428T090637_T34QGH","20190513T085601_20190513T091253_T34QGH",23.312988,20.137446
"point_1651","20181224T090351_20181224T090354_T35RKH","20190105T085349_20190105T090125_T34RHN","20190309T085809_20190309T090229_T34RHN","20190321T084631_20190321T085725_T35RKH","20191104T090039_20191104T090824_T34RHN",24.411621,24.705606
"point_1657","20180303T083841_20180303T084026_T36SVD","20180419T082601_20180419T082657_T36SVD","20180514T082559_20180514T083820_T36SVD","20181105T083121_20181105T083333_T36SVD","20191004T083811_20191004T084807_T36SVD",32.167969,34.415052
"point_1659","20180821T085549_20180821T090337_T35SKV","20181005T085821_20181005T090318_T35SKV","20181013T090919_20181013T091610_T35SKV","20181030T090109_20181030T090914_T35SKV","20181224T090351_20181224T090354_T35SKV",24.499512,35.531436
"point_1660","20180620T090641_20180620T091640_T34SGC","20180824T090549_20180824T091603_T34SGC","20180918T090621_20180918T091801_T34SGC","20200210T091121_20200210T091322_T34SGC","20200405T090549_20200405T091608_T34SGC",23.664551,33.613603
"point_1665","20190428T095031_20190428T095033_T33SUR","20190826T095031_20190826T100037_T33SUR","20200113T095351_20200113T095345_T33SUR","20200323T095031_20200323T100101_T33SUR","20200512T095031_20200512T095953_T33SUR",13.31543,31.950961
"point_1667","20181222T100421_20181222T100419_T32RLS","20200111T100259_20200111T100313_T32RLS","20200121T100229_20200121T100529_T32RLS","20200415T100031_20200415T101123_T32RLS","20200508T101031_20200508T101648_T32RLS",7.514648,28.302737
"point_1669","20190405T094031_20190405T094119_T33RVK","20191012T094031_20191012T094345_T33RVK","20191231T094411_20191231T094406_T33RVK","20200229T094031_20200229T094811_T33RVK","20200524T094029_20200524T095240_T33RVK",14.436035,26.567709
"point_1673","20190209T103201_20190209T104128_T30QXJ","20190808T103031_20190808T104101_T30QXJ","20190823T103029_20190823T104428_T30QXJ","20190912T103019_20190912T103804_T30QXJ","20191007T103021_20191007T103813_T30QXJ",-1.428223,21.042348
"point_1676","20190210T105209_20190210T105626_T29QRB","20190302T105029_20190302T105637_T29QRB","20200425T104619_20200425T105831_T30QTG","20200604T104619_20200604T110439_T29QRB","20200719T105031_20200719T110447_T29QRB",-5.383301,19.392735
"point_1677","20190112T111421_20190112T112149_T29QMC","20190417T110629_20190417T112228_T29QMC","20191014T111019_20191014T111715_T29QMC","20200223T110041_20200223T111436_T29QMC","20200423T105621_20200423T111004_T29QMC",-9.536133,19.992887
"point_1679","20181220T110441_20181220T111226_T29PKN","20190817T105621_20190817T111515_T29PKN","20190906T105621_20190906T110842_T29PKN","20200329T105629_20200329T111442_T29PKN","20200612T105631_20200612T111421_T29PKN",-11.162109,11.04743
"point_1681","20190324T104021_20190324T105143_T30PUS","20190513T104031_20190513T105455_T30PUS","20191020T104051_20191020T105555_T30PUS","20191119T104331_20191119T105807_T30PUS","20200517T104031_20200517T104821_T30PUS",-4.482422,10.140221
"point_1682","20181216T103429_20181216T103800_T30PXT","20181231T103431_20181231T104358_T30PXT","20190527T102031_20190527T103220_T30PXT","20190714T103029_20190714T103635_T30PXT","20191009T102029_20191009T103526_T30PXT",-1.604004,11.156001
"point_1683","20190222T021711_20190222T023525_T50LNR","20191231T022319_20191231T022922_T50LNR","20200229T022329_20200229T022750_T50LNR","20200529T022329_20200529T022830_T50LNR","20200701T021609_20200701T023342_T50LNR",117.509766,-8.626816
"point_1685","20190729T022331_20190729T022718_T51MUV","20190731T021349_20190731T021352_T51MUV","20191103T021351_20191103T021347_T51MUV","20200115T022321_20200115T022320_T51MUV","20200720T021351_20200720T021350_T51MUV",121.728516,-0.748573
"point_1687","20181223T034149_20181223T035212_T47NPJ","20190904T033541_20190904T035120_T47NPJ","20191004T033601_20191004T035229_T47NPJ","20200216T033829_20200216T034731_T47NPJ","20200615T033539_20200615T035328_T47NPJ",100.195313,7.578356
"point_1688","20190819T040549_20190819T042228_T46QGD","20191003T040611_20191003T040707_T46QGD","20191018T040749_20191018T041446_T46QGD","20200227T035721_20200227T040223_T46QGD","20200512T035539_20200512T040957_T46QGD",95.273438,16.381008
"point_1690","20190219T043829_20190219T044608_T45SYV","20190420T043709_20190420T044724_T45SYV","20190525T043701_20190525T044442_T46SBE","20190704T043711_20190704T043706_T45SYV","20190927T043659_20190927T044051_T46SBE",90.087891,35.638141
"point_1695","20190115T053159_20190115T053503_T43RGK","20190120T053131_20190120T053630_T43RGK","20190430T052651_20190430T052819_T43RGK","20190823T052649_20190823T053454_T43RGK","20200623T052651_20200623T053900_T43RGK",77.211914,26.568481
"point_1696","20190327T054641_20190327T055021_T43RCP","20190814T054641_20190814T055828_T43RCP","20191107T055029_20191107T055705_T43RCP","20200321T054631_20200321T055036_T43RCP","20200505T054639_20200505T054805_T43RCP",73.278809,30.10679
"point_1698","20190123T054131_20190123T054549_T43SFR","20190513T053651_20190513T053812_T43SFR","20190905T053649_20190905T054534_T43SFR","20191015T053809_20191015T054753_T43SFR","20191119T054121_20191119T054124_T43SFR",76.618652,31.988931
"point_1699","20190111T055219_20190111T055308_T42RXR","20190312T054809_20190312T055715_T42RXR","20190519T055641_20190519T060551_T42RXR","20200403T055631_20200403T060510_T42RXR","20200510T054641_20200510T055844_T42RXR",70.554199,27.429256
"point_1701","20190411T054639_20190411T054830_T43SBV","20190610T054649_20190610T054812_T43SBV","20190710T054649_20190710T054813_T43SBV","20200505T054639_20200505T054805_T43SBV","20200508T055639_20200508T060227_T43SBV",72.421875,35.781516
"point_1702","20190227T053759_20190227T054516_T42QYJ","20190627T053649_20190627T055033_T42QYJ","20190918T054639_20190918T055537_T42QYJ","20200113T054209_20200113T054638_T42QYJ","20200328T053641_20200328T054415_T42QYJ",71.433105,21.082896
"point_1703","20190722T044709_20190722T045537_T45QTF","20200113T045131_20200113T045526_T44QRL","20200323T044701_20200323T045358_T44QRL","20200517T044659_20200517T045506_T45QTF","20200716T044659_20200716T050148_T45QTF",84.517822,22.907083
